truth,reweight
1,0.3333333333333333
0,0.5
0,0.28185380908907426
0,0.12255898796919365
0,0.11926408860803381
0,0.25
1,0.11162218736208968
1,0.15219353371885308
0,0.3807359113919663
1,0.19258869687047842
1,0.34780646628114686
1,0.16648439858498448
1,0.5316376493374334
1,1.0
1,0.3333333333333333
1,0.3333333333333333
0,0.25
1,0.25
0,0.25
1,0.09761184988488819
1,0.25
1,0.48773656353176276
1,0.04496102838272691
1,0.3333333333333333
0,0.093343731257344
1,0.4102831513089887
1,1.0
1,0.25
1,0.26465015167382994
1,1.0
1,0.3333333333333333
1,0.23534984832617006
1,0.2131388662333002
1,0.5122634364682371
1,0.5897168486910114
1,0.28686113376669975
1,0.25
1,0.3333333333333333
0,0.14285714285714285
0,0.25
1,0.25
1,0.25
0,0.063787574011221
1,0.12294192522424398
1,0.44829070340934335
1,1.0
0,0.04363954772116391
1,0.09518530613053403
1,0.2501613693314684
1,1.0
1,0.2498386306685316
1,0.3333333333333333
0,1.0
1,0.5517092965906567
1,0.3333333333333333
1,1.0
0,0.3333333333333333
0,0.5
1,0.3333333333333333
0,0.5
1,1.0
1,1.0
1,1.0
1,1.0
1,0.4379636880143051
1,1.0
1,1.0
1,0.5620363119856949
1,0.25
1,0.27235564261136946
1,0.3333333333333333
1,0.2276443573886306
1,1.0
1,0.3333333333333333
1,0.25
1,0.25
1,1.0
1,1.0
1,0.4379636880143051
1,1.0
1,1.0
1,0.5620363119856949
1,0.25
1,0.27235564261136946
1,0.3333333333333333
1,0.2276443573886306
1,1.0
1,0.3333333333333333
1,0.25
1,0.25
1,0.4379636880143051
1,1.0
1,1.0
1,0.5620363119856949
1,0.25
1,0.27235564261136946
1,0.3333333333333333
1,0.2276443573886306
1,1.0
1,0.3333333333333333
1,0.25
1,0.25
0,0.0684186149477597
0,0.05384064298764358
1,0.3502805520098801
0,0.16666666666666666
1,1.0
0,0.25
1,0.17097201060031306
0,0.16666666666666666
1,0.16666666666666666
1,1.0
1,0.09520513728516725
1,0.11816347464036839
0,0.2
1,0.3333333333333333
1,1.0
0,1.0
1,0.20669624935469155
1,0.16666666666666666
0,0.16666666666666666
1,0.16666666666666666
0,0.25
1,0.25
1,0.2421657952476572
1,0.25
0,0.16666666666666666
1,0.2578342047523428
1,1.0
1,0.25
1,0.25
1,0.25
0,0.16666666666666666
0,0.14066960128855488
0,0.25
1,0.34014099117018604
0,0.1441870641173684
0,0.09315325082596485
0,0.25
0,0.25
1,0.17326877230864124
0,0.10410517814513576
0,0.12339929554746822
0,0.16666666666666666
0,0.09494699889791966
0,0.061751838236897554
1,0.16170251587565945
1,0.2556844691202676
0,0.16666666666666666
0,0.3333333333333333
0,0.09874454196582463
1,0.11518292623523348
1,0.24431553087973237
1,0.19928437476407304
0,0.16666666666666666
1,0.13652483150226244
1,0.4297963771537446
1,0.300715625235927
1,0.16666666666666666
1,0.25
0,0.0684186149477597
0,0.05384064298764358
1,0.3502805520098801
0,0.16666666666666666
1,1.0
0,0.25
1,0.17097201060031306
0,0.16666666666666666
1,0.16666666666666666
1,1.0
1,0.09520513728516725
1,0.11816347464036839
0,0.2
1,0.3333333333333333
1,1.0
0,1.0
1,0.20669624935469155
1,0.16666666666666666
0,0.16666666666666666
1,0.16666666666666666
0,0.25
1,0.25
1,0.2421657952476572
1,0.25
0,0.16666666666666666
1,0.2578342047523428
1,1.0
1,0.25
1,0.25
1,0.25
0,0.16666666666666666
0,0.14066960128855488
0,0.25
1,0.34014099117018604
0,0.1441870641173684
0,0.09315325082596485
0,0.25
0,0.25
1,0.17326877230864124
0,0.10410517814513576
0,0.12339929554746822
0,0.16666666666666666
0,0.09494699889791966
0,0.061751838236897554
1,0.16170251587565945
1,0.2556844691202676
0,0.16666666666666666
0,0.3333333333333333
0,0.09874454196582463
1,0.11518292623523348
1,0.24431553087973237
1,0.19928437476407304
0,0.16666666666666666
1,0.13652483150226244
1,0.4297963771537446
1,0.300715625235927
1,0.16666666666666666
1,0.25
0,0.0684186149477597
0,0.05384064298764358
1,0.3502805520098801
0,0.16666666666666666
1,1.0
0,0.25
1,0.17097201060031306
0,0.16666666666666666
1,0.16666666666666666
1,1.0
1,0.09520513728516725
1,0.11816347464036839
0,0.2
1,0.3333333333333333
1,1.0
0,1.0
1,0.20669624935469155
1,0.16666666666666666
0,0.16666666666666666
1,0.16666666666666666
0,0.25
1,0.25
1,0.2421657952476572
1,0.25
0,0.16666666666666666
1,0.2578342047523428
1,1.0
1,0.25
1,0.25
1,0.25
0,0.16666666666666666
0,0.14066960128855488
0,0.25
1,0.34014099117018604
0,0.1441870641173684
0,0.09315325082596485
0,0.25
0,0.25
1,0.17326877230864124
0,0.10410517814513576
0,0.12339929554746822
0,0.16666666666666666
0,0.09494699889791966
0,0.061751838236897554
1,0.16170251587565945
1,0.2556844691202676
0,0.16666666666666666
0,0.3333333333333333
0,0.09874454196582463
1,0.11518292623523348
1,0.24431553087973237
1,0.19928437476407304
0,0.16666666666666666
1,0.13652483150226244
1,0.4297963771537446
1,0.300715625235927
1,0.16666666666666666
1,0.25
0,0.25
0,0.25
1,0.31877809012914865
1,0.14657388384956527
0,0.23096804552756423
1,0.1788875201574562
1,0.15503258418700244
0,0.06872791206542743
1,0.32111247984254376
1,0.21727917398868857
1,1.0
1,0.3967870639268646
1,1.0
1,1.0
1,0.3333333333333333
1,0.3333333333333333
0,1.0
1,0.25
1,0.26893213345843314
1,0.3333333333333333
1,0.2310678665415668
1,0.21043243926421082
1,0.5693488836262139
1,1.0
1,0.28956756073578915
1,0.25
1,0.3333333333333333
0,0.2972561830186697
0,0.430651116373786
0,0.25
0,1.0
1,0.25
1,0.26893213345843314
1,0.3333333333333333
1,0.2310678665415668
1,0.21043243926421082
1,0.5693488836262139
1,1.0
1,0.28956756073578915
1,0.25
1,0.3333333333333333
0,0.2972561830186697
0,0.430651116373786
0,0.25
1,0.5
1,1.0
1,0.3333333333333333
1,1.0
1,1.0
1,1.0
1,0.3333333333333333
1,0.3333333333333333
1,1.0
1,0.5
0,1.0
1,0.25
1,0.26893213345843314
1,0.3333333333333333
1,0.2310678665415668
1,0.21043243926421082
1,0.5693488836262139
1,1.0
1,0.28956756073578915
1,0.25
1,0.3333333333333333
0,0.2972561830186697
0,0.430651116373786
0,0.25
1,0.5
1,1.0
1,0.3333333333333333
1,1.0
1,1.0
1,1.0
1,0.3333333333333333
1,0.3333333333333333
1,1.0
1,0.5
1,0.5
1,1.0
1,0.3333333333333333
1,1.0
1,1.0
1,1.0
1,0.3333333333333333
1,0.3333333333333333
1,1.0
1,0.5
1,0.25
0,0.16666666666666666
1,0.3259082936385024
0,0.25
1,0.3700744447944463
1,0.15306993490709955
1,0.25
0,0.25
1,0.1768079672363806
1,0.23740285281877094
1,1.0
1,0.15247590261861743
1,0.26259714718122906
1,0.21629976257914169
1,0.16248687498415942
1,0.3402441957130396
0,0.2
1,0.2837002374208583
1,0.2
1,0.25
0,0.25
0,0.2826483585312624
0,0.24601476030606298
0,0.2
0,0.17409170636149765
0,0.39706583919089766
0,0.21735164146873756
1,0.2
1,1.0
0,0.25
0,0.25
1,0.16666666666666666
1,0.5
1,0.16666666666666666
1,0.5
1,0.2
1,0.5
1,0.5
1,0.5
0,0.25
0,0.6029341608091022
0,0.253985239693937
1,0.25
0,0.16666666666666666
1,0.3259082936385024
0,0.25
1,0.3700744447944463
1,0.15306993490709955
1,0.25
0,0.25
1,0.1768079672363806
1,0.23740285281877094
1,1.0
1,0.15247590261861743
1,0.26259714718122906
1,0.21629976257914169
1,0.16248687498415942
1,0.3402441957130396
0,0.2
1,0.2837002374208583
1,0.2
1,0.25
0,0.25
0,0.2826483585312624
0,0.24601476030606298
0,0.2
0,0.17409170636149765
0,0.39706583919089766
0,0.21735164146873756
1,0.2
1,1.0
0,0.25
0,0.25
1,0.16666666666666666
1,0.5
1,0.16666666666666666
1,0.5
1,0.2
1,0.5
1,0.5
1,0.5
0,0.25
0,0.6029341608091022
0,0.253985239693937
1,0.25
0,0.16666666666666666
1,0.3259082936385024
0,0.25
1,0.3700744447944463
1,0.15306993490709955
1,0.25
0,0.25
1,0.1768079672363806
1,0.23740285281877094
1,1.0
1,0.15247590261861743
1,0.26259714718122906
1,0.21629976257914169
1,0.16248687498415942
1,0.3402441957130396
0,0.2
1,0.2837002374208583
1,0.2
1,0.25
0,0.25
0,0.2826483585312624
0,0.24601476030606298
0,0.2
0,0.17409170636149765
0,0.39706583919089766
0,0.21735164146873756
1,0.2
1,1.0
0,0.25
0,0.25
1,0.16666666666666666
1,0.5
1,0.16666666666666666
1,0.5
1,0.2
1,0.5
1,0.5
1,0.5
0,0.25
0,0.6029341608091022
0,0.253985239693937
0,1.0
1,0.35142752849385916
1,0.1449502549694762
1,0.25255712087728543
1,0.15803347408691687
1,1.0
1,0.24744287912271454
1,0.158785678130358
1,0.2239364558328389
1,0.16550055762271243
1,0.2760635441671611
1,0.24503403482693714
1,0.3940325418872139
1,0.3333333333333333
1,0.25496596517306286
1,0.3333333333333333
1,0.3333333333333333
0,0.2
0,0.2
1,1.0
1,0.17937945282984932
0,0.25
1,0.3620908561612152
0,0.2
1,0.0861712546998031
1,1.0
0,0.3333333333333333
1,0.1379091438387848
1,0.2
0,0.2
1,0.5
0,0.16607801294976463
1,0.2
1,0.5
1,0.16666666666666666
1,0.5
0,0.3333333333333333
0,1.0
0,0.25
0,0.2
0,0.2
0,0.17803080744265765
0,0.16666666666666666
0,0.2
1,0.08051247138611707
1,0.25
0,1.0
1,0.2
1,1.0
1,0.3333333333333333
0,0.25
1,0.2
1,0.4829134423424505
1,0.3333333333333333
0,0.2
1,0.2
1,0.33392198705023535
0,0.4688985849406952
1,0.25
1,1.0
1,0.34405574033737113
1,0.11096050686557613
1,0.2713113162800084
0,0.2786189876454005
0,0.40764809906768096
1,0.22868868371999165
0,0.2213810123545995
1,0.18482494251156073
0,0.5
1,0.6559442596626288
1,0.5236373812564732
1,0.31517505748843927
1,0.2
1,0.3333333333333333
0,0.17135548203165216
1,0.25010366113630256
0,0.16666666666666666
1,0.4047706434055983
0,0.0764684527580678
0,0.25
0,0.5952293565944016
0,0.24989633886369744
1,0.25
1,0.08785380622610613
1,0.5923519009323192
1,0.36009153548072864
0,0.4763626187435268
0,0.25
1,0.23858413248386237
1,0.25
1,0.3333333333333333
0,0.2
1,0.2614158675161376
1,0.16666666666666666
1,1.0
1,0.16666666666666666
1,0.6399084645192714
1,1.0
0,0.25
0,0.2
0,0.2
1,0.3333333333333333
0,0.1860301468219274
0,0.15929104296728314
0,0.15524576414889368
0,0.16666666666666666
0,0.1773927261074992
0,0.0517194174296156
0,0.07154968711837938
1,0.16666666666666666
0,0.07614509269300983
1,0.2
0,0.5
0,0.2
1,0.16666666666666666
0,0.2
1,0.2
1,0.2401570913552657
1,0.16666666666666666
1,0.18941318816967725
0,0.2
1,0.2598429086447343
1,0.19817945860025224
1,0.3105868118303227
1,0.2
1,0.30182054139974773
1,0.2
1,0.3333333333333333
0,0.3173674389908549
0,0.1823727854538012
1,0.19260186688043943
0,0.061108047203345436
0,0.16666666666666666
0,0.2
1,0.08543523947065691
1,0.08515854425324054
0,0.11566135123865048
0,0.31667234315783127
1,0.30430473794133367
1,1.0
0,0.16666666666666666
1,0.5
1,0.2
1,0.5
1,0.5
1,0.5
0,0.16666666666666666
1,0.30528989266405915
0,0.16666666666666666
1,0.2668917353989138
0,0.05648421057416271
0,0.15039410631648162
0,0.2
1,0.2
0,0.14285714285714285
0,0.10293730477747721
0,0.16666666666666666
0,0.35536214185210396
0,0.2373357465277269
1,0.14285714285714285
0,0.1532944233289877
0,0.16666666666666666
1,0.26266425347227307
1,0.1905374591988487
0,0.23853236622710336
1,0.644637858147896
1,0.30946254080115126
1,0.2
1,0.3333333333333333
0,0.1947101073359409
0,0.49333717781208236
1,0.25313226760835333
0,0.3333333333333333
0,0.14285714285714285
0,0.2163464208878179
0,0.2033802629007778
0,0.16666666666666666
0,0.23310826460108616
0,0.2
0,0.2
1,0.09182565797544842
0,0.16666666666666666
1,1.0
1,0.7468677323916466
1,1.0
1,1.0
1,0.3333333333333333
1,0.5
1,0.3333333333333333
1,0.5
1,0.2
1,0.2
0,0.25
0,0.2
1,0.2
0,0.2
1,0.2
0,0.41587366668077036
1,0.2
1,0.2
1,0.2
0,0.2
1,0.3780763875835719
0,0.23807011995986105
1,0.2
1,0.19882116733720204
0,0.26192988004013895
1,0.18898675976912738
0,0.5
1,0.2
0,0.3333333333333333
1,0.25
1,0.3333333333333333
0,0.2
1,0.23658787781114707
1,0.3333333333333333
1,0.2634121221888529
1,1.0
1,1.0
0,0.30117883266279794
0,0.621923612416428
0,0.3110132402308726
0,0.2
1,0.3333333333333333
0,0.2
0,0.2
1,0.5030619083985036
1,0.2
1,1.0
1,0.2
1,0.367032157396839
0,0.2
0,1.0
1,0.2
1,0.25
1,0.2201863916652064
1,0.49693809160149643
1,0.27981360833479363
1,0.2428464309215467
1,0.5841263333192297
1,0.632967842603161
1,0.2571535690784533
1,0.25
1,0.3333333333333333
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5
1,0.5874403937131747
0,0.2
1,0.14285714285714285
0,0.25
1,1.0
1,0.14285714285714285
1,0.1510940091627199
1,0.16666666666666666
1,0.25
0,0.3333333333333333
0,1.0
1,0.10534773865412293
0,0.21539859069616216
1,0.4125596062868254
1,0.1172214199366115
0,0.2
0,0.2846014093038378
1,0.16969413056375218
1,0.16666666666666666
0,0.3333333333333333
0,0.14285714285714285
1,0.2
1,0.25
0,0.16666666666666666
0,0.16666666666666666
1,0.3333333333333333
1,0.3709858836893454
1,0.2120496246726883
0,0.16666666666666666
1,0.3333333333333333
1,0.24605872823388078
1,0.2879503753273117
1,0.2539412717661192
1,0.6290141163106546
1,1.0
0,0.19476076423473004
0,0.48711650436631443
0,0.3303058694362478
1,0.3333333333333333
0,0.37603563165731685
0,0.3333333333333333
1,0.3333333333333333
0,0.25
1,0.25
1,1.0
1,0.3333333333333333
1,1.0
1,0.5
0,0.25
0,0.3333333333333333
0,1.0
1,0.5606660234976906
0,0.3027505480199002
1,0.3333333333333333
0,0.19724945198009977
1,1.0
0,0.25
0,1.0
0,0.43933397650230943
0,1.0
1,0.3333333333333333
0,0.25
1,0.3333333333333333
1,1.0
1,0.5714285714285714
1,1.0
1,0.3333333333333333
1,0.25
1,0.32716211917971094
1,1.0
1,0.42857142857142855
1,0.172837880820289
1,1.0
1,0.3333333333333333
1,0.25
1,0.25
0,0.5
0,0.25
1,1.0
0,0.2
0,0.2
0,0.3333333333333333
1,1.0
0,0.25
0,1.0
0,1.0
0,1.0
0,1.0
1,0.3333333333333333
0,0.5686069854142803
1,1.0
0,0.2
0,1.0
0,0.36874608852318724
1,0.3333333333333333
1,0.2
0,0.3204868692334683
1,0.30110633131934533
1,0.2
0,0.2
0,0.17951313076653166
1,0.19889366868065472
1,1.0
1,0.3486159034144717
0,0.3333333333333333
1,0.3333333333333333
1,0.11253274546901094
1,0.1513840965855283
1,0.5
1,0.20309421026939545
1,0.2
1,1.0
1,0.2
1,0.3333333333333333
0,0.2
0,0.3333333333333333
0,0.43139301458571977
0,0.3333333333333333
1,1.0
1,0.5
0,0.25
0,0.4832359619103672
0,0.5192735214936318
0,0.3333333333333333
1,0.3333333333333333
0,0.5
0,0.21089551034346904
0,1.0
1,0.3333333333333333
0,0.18587437802680898
1,0.25
1,1.0
1,0.24185794594249724
1,0.25
1,1.0
1,0.25814205405750273
1,0.3333333333333333
1,0.3333333333333333
1,0.3333333333333333
0,0.2891044896565309
1,1.0
1,0.3141256219731911
0,0.25
0,0.25
0,0.5167640380896328
1,0.48072647850636824
1,1.0
1,0.3333333333333333
0,0.25
0,0.4832359619103672
0,0.5192735214936318
0,0.3333333333333333
1,0.3333333333333333
0,0.5
0,0.21089551034346904
0,1.0
1,0.3333333333333333
0,0.18587437802680898
1,0.25
1,1.0
1,0.24185794594249724
1,0.25
1,1.0
1,0.25814205405750273
1,0.3333333333333333
1,0.3333333333333333
1,0.3333333333333333
0,0.2891044896565309
1,1.0
1,0.3141256219731911
0,0.25
0,0.25
0,0.5167640380896328
1,0.48072647850636824
1,1.0
1,0.3333333333333333
0,0.25
0,0.4832359619103672
0,0.5192735214936318
0,0.3333333333333333
1,0.3333333333333333
0,0.5
0,0.21089551034346904
0,1.0
1,0.3333333333333333
0,0.18587437802680898
1,0.25
1,1.0
1,0.24185794594249724
1,0.25
1,1.0
1,0.25814205405750273
1,0.3333333333333333
1,0.3333333333333333
1,0.3333333333333333
0,0.2891044896565309
1,1.0
1,0.3141256219731911
0,0.25
0,0.25
0,0.5167640380896328
1,0.48072647850636824
1,1.0
1,0.3333333333333333
0,0.25
0,0.4832359619103672
0,0.5192735214936318
0,0.3333333333333333
1,0.3333333333333333
0,0.5
0,0.21089551034346904
0,1.0
1,0.3333333333333333
0,0.18587437802680898
1,0.25
1,1.0
1,0.24185794594249724
1,0.25
1,1.0
1,0.25814205405750273
1,0.3333333333333333
1,0.3333333333333333
1,0.3333333333333333
0,0.2891044896565309
1,1.0
1,0.3141256219731911
0,0.25
0,0.25
0,0.5167640380896328
1,0.48072647850636824
1,1.0
1,0.3333333333333333
0,0.5518798863976664
0,0.25
0,1.0
1,0.2
1,0.25
0,0.3962386146831835
1,0.2
0,0.25
1,0.38292200502429447
1,0.22702986296864733
1,0.2
1,0.2226721085318809
1,0.2729701370313527
1,0.24095704421354713
1,0.2773278914681191
1,0.6170779949757056
1,0.2590429557864529
1,0.25
1,0.3333333333333333
0,0.3333333333333333
0,0.16666666666666666
0,1.0
1,0.297137781922382
0,0.2
1,1.0
1,0.5937413471422064
1,0.14323977650720546
0,0.25
1,0.20315556226269352
1,0.16494657921717787
1,0.2
0,0.3333333333333333
1,0.14827554677611549
1,0.4062586528577936
1,0.2
1,0.21605643775954028
0,0.4481201136023336
1,0.25
1,0.16666666666666666
1,0.2839435622404597
1,0.1761477276690128
1,0.38362728855123346
1,0.6037613853168163
1,0.3238522723309872
1,0.2
1,0.3333333333333333
0,0.3333333333333333
0,0.4969265604488415
0,0.18380748013070156
0,0.25
0,0.5036887007942613
0,0.259900584002435
1,0.1682685374024848
1,0.2
0,0.24009941599756507
1,0.5030734395511585
1,0.2
1,0.438690157170746
0,1.0
1,0.25
1,0.25
1,0.2
1,0.23663185208195187
1,0.29584796493362725
1,0.2
1,0.2633681479180482
1,0.18718456711629347
1,0.4963112992057387
1,0.5613098428292539
1,0.3128154328837065
1,0.2
1,0.3333333333333333
1,0.43153540237467647
1,0.18265555809366624
1,0.25631986284298625
1,0.31734444190633376
1,0.24271816416389658
1,0.24368013715701378
1,0.5684645976253234
1,0.2572818358361035
1,0.3333333333333333
1,0.3333333333333333
0,0.07717105907101011
1,0.40400245501850973
1,0.4904936987215239
0,0.2
1,0.3468417588336405
1,0.2548811520354102
1,0.2
1,0.24511884796458985
1,0.16564527017399042
1,0.5959975449814903
1,0.6531582411663595
1,0.33435472982600956
1,0.16666666666666666
1,0.3333333333333333
0,0.5095063012784761
1,0.3200665103949408
1,0.14395236385965654
0,0.2
1,0.0785758054416324
1,0.35604763614034346
1,0.188506270974715
1,0.2132195325880022
1,0.6307822579388874
1,0.5
0,0.2
1,1.0
0,0.25
1,0.3333333333333333
0,0.5334204656169228
1,0.3333333333333333
0,0.3333333333333333
1,0.25
0,1.0
0,0.2476245365800102
0,0.3333333333333333
1,0.2523754634199898
1,1.0
0,0.3333333333333333
1,0.3333333333333333
1,0.3333333333333333
0,0.09342183563922106
0,0.4730837499125748
0,0.16666666666666666
0,0.25
0,0.27853315363852565
1,0.5269162500874253
0,0.4524260885474335
0,0.22146684636147432
1,0.1969094215622925
0,0.2
0,0.2
0,0.058123453579632695
0,0.2
1,0.4716454843603711
1,0.16666666666666666
0,0.3333333333333333
0,0.2
1,0.5475739114525665
1,0.16666666666666666
1,0.23714068987021128
0,0.36921774206111263
0,0.2
1,0.2
1,0.2
1,0.2628593101297887
1,0.20932261360894128
1,0.5283545156396289
1,0.46657953438307725
1,0.2906773863910587
1,1.0
1,0.16666666666666666
1,0.25
1,0.25
0,1.0
1,1.0
1,1.0
1,0.3333333333333333
1,0.5
1,0.3333333333333333
1,0.5
0,0.09486498890134652
1,0.057504589299296
1,0.1516197208274124
0,0.13265501974758417
0,0.14674481051829366
1,0.15049884256524176
1,0.2
1,0.10967890096732408
0,0.1735746117368858
1,0.16866180491571295
1,0.0910298421167988
1,0.14214264836812293
1,0.1990575741671933
1,0.10407326762638294
1,0.2
1,0.3009424258328067
1,0.21493100803761878
1,0.3947533147975245
1,0.49635690132910604
1,0.2850689919623812
1,0.25
1,0.3333333333333333
0,0.2
1,0.25
1,0.25
1,0.3593611554896411
0,0.36167870503809063
0,0.25
0,0.07688530537668582
1,0.08880750122486139
0,0.05650120314077023
0,0.15100362177382537
1,0.25
1,1.0
1,0.23680931796950852
1,0.25
1,1.0
1,0.26319068203049145
1,0.25
1,0.25
0,0.14285714285714285
0,0.31257245177905374
0,0.31152361621086033
1,0.15567723305061967
0,0.2
0,0.18742754822094626
0,1.0
0,0.1884763837891397
1,0.16914481069347762
1,0.3333333333333333
0,0.14285714285714285
1,0.16666666666666666
1,1.0
1,0.5
1,0.3333333333333333
1,1.0
0,0.25
1,0.14285714285714285
0,0.16666666666666666
0,0.2
0,0.2
0,0.14285714285714285
0,0.11776253243443753
0,0.1309431912298732
0,0.3333333333333333
1,0.2
0,0.25
0,0.25
0,0.2
1,0.25
0,0.3333333333333333
1,0.14285714285714285
0,0.08724630296160993
1,0.3333333333333333
1,1.0
0,0.2
1,0.25
1,0.25
0,0.2
0,0.14285714285714285
0,0.42618531374416957
0,0.1261332727578972
1,0.40187171611714534
0,0.20892250177718955
0,0.25
0,0.3333333333333333
1,0.24498602523575044
0,0.3333333333333333
0,0.143181252506713
1,1.0
0,0.25
0,0.2550139747642496
0,0.16183546083455375
0,0.2
1,0.35488949785724655
0,0.25
1,0.1372286811068736
0,0.2
0,0.25
0,0.3333333333333333
0,1.0
1,0.29579249143219494
0,0.2
1,1.0
1,0.20592491207196945
0,0.2
1,0.6451105021427533
1,0.2940750879280306
1,0.25
1,0.3333333333333333
0,0.2
0,0.3333333333333333
0,1.0
1,0.25
1,0.19966154880415196
0,0.25
1,0.3333333333333333
1,0.10984295179582523
1,0.29867346650342347
0,0.2
1,1.0
1,0.235881706509057
1,0.21719047767544652
0,0.2
1,0.264118293490943
1,0.2828095223245534
1,0.21416912034962413
1,0.38099099880004567
1,0.7013265334965765
1,0.2858308796503759
1,0.25
1,0.3333333333333333
0,0.25
1,1.0
1,0.3333333333333333
1,0.5
0,0.2
1,0.5
1,0.5
1,0.5
0,0.10932917651901415
